index,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,age,hours_per_week,attendance_rate,sleep_duration
6759,2,Yes,ARTS,Auditory,Male,No,42.0,13.0,16.0,11.0,93.0,7.0
6760,0,Yes,None,Auditory,Female,Yes,83.0,7.0,15.0,7.0,95.0,7.0
6761,1,No,None,Auditory,Female,Yes,65.0,15.0,16.0,13.0,96.0,8.0
6762,0,No,Arts,Visual,Male,Yes,95.0,19.0,15.0,8.0,95.0,8.0
6763,0,No,Sports,Auditory,Male,Yes,61.0,18.0,15.0,16.0,99.0,8.0
6764,1,Yes,Sports,Auditory,Male,Yes,70.0,14.0,15.0,13.0,91.0,8.0
6765,0,No,Arts,Visual,Male,No,74.0,16.0,15.0,5.0,97.0,8.0
6766,0,Yes,Sports,Visual,Female,Yes,81.0,13.0,15.0,5.0,90.0,8.0
6767,0,No,None,Auditory,Male,Yes,71.0,19.0,15.0,18.0,90.0,8.0
6768,1,No,None,Auditory,Male,Yes,54.0,16.0,16.0,9.0,97.0,8.0
6769,1,No,Sports,Auditory,Female,Yes,54.0,16.0,16.0,18.0,97.0,8.0
6770,1,Yes,None,Auditory,Male,Yes,78.0,16.0,16.0,6.0,91.0,7.0
6771,0,Yes,Sports,Auditory,Male,No,80.0,14.0,16.0,7.0,94.0,8.0
6772,0,Yes,Clubs,Auditory,Female,Yes,73.0,11.0,15.0,12.0,94.0,8.0
6773,1,Yes,None,Visual,Male,No,82.0,11.0,15.0,5.0,97.0,8.0
6774,1,Yes,None,Visual,Female,No,92.0,15.0,15.0,6.0,97.0,8.0
6775,1,No,Clubs,Visual,Female,No,54.0,6.0,16.0,10.0,90.0,7.0
6776,2,No,Arts,Visual,Male,Yes,70.0,20.0,15.0,19.0,92.0,8.0
6777,0,No,None,Auditory,Male,Yes,66.0,17.0,16.0,14.0,96.0,8.0
6778,2,Yes,Clubs,Visual,Female,No,76.0,4.0,16.0,12.0,98.0,8.0
6779,0,No,None,Visual,Male,Yes,72.0,11.0,16.0,7.0,92.0,8.0
6780,0,No,Arts,Visual,Female,Yes,92.0,4.0,16.0,5.0,92.0,8.0
6781,1,No,None,Auditory,Male,Yes,65.0,11.0,16.0,18.0,96.0,8.0
6782,1,No,Arts,Visual,Male,Yes,64.0,21.0,15.0,14.0,93.0,8.0
6784,1,Yes,None,Auditory,Female,Yes,71.0,20.0,16.0,11.0,95.0,8.0
6786,2,No,None,Visual,Male,Yes,68.0,17.0,16.0,12.0,97.0,8.0
6787,0,No,Clubs,Auditory,Male,Yes,77.0,10.0,15.0,5.0,91.0,7.0
6788,2,Yes,Arts,Visual,Female,No,75.0,4.0,16.0,13.0,97.0,8.0
6789,0,Yes,Sports,Auditory,Female,Yes,83.0,17.0,15.0,5.0,97.0,8.0
6790,1,No,None,Auditory,Female,Yes,62.0,30.0,15.0,8.0,96.0,8.0
6791,0,No,None,Auditory,Female,Yes,88.0,10.0,16.0,6.0,99.0,8.0
6792,0,No,None,Auditory,Female,Yes,93.0,22.0,16.0,9.0,90.0,8.0
6793,1,No,SPORTS,Visual,Female,No,52.0,21.0,16.0,10.0,100.0,8.0
6794,1,No,Clubs,Auditory,Male,No,48.0,12.0,16.0,5.0,68.0,6.0
6795,1,No,None,Auditory,Male,Yes,67.0,22.0,15.0,10.0,92.0,8.0
6796,1,No,Arts,Visual,Female,No,57.0,25.0,16.0,12.0,92.0,8.0
6797,0,No,Arts,Auditory,Female,No,55.0,21.0,15.0,17.0,97.0,8.0
6798,1,No,Sports,Visual,Male,No,53.0,26.0,16.0,11.0,97.0,8.0
6799,2,No,Sports,Auditory,Male,Yes,67.0,13.0,15.0,12.0,95.0,8.0
6800,2,Yes,Arts,Visual,Female,Yes,78.0,10.0,16.0,7.0,99.0,8.0
6802,2,Yes,Clubs,Visual,Male,No,83.0,18.0,15.0,9.0,95.0,8.0
6803,1,No,Arts,Auditory,Female,Yes,63.0,4.0,15.0,11.0,98.0,8.0
6804,0,No,Sports,Auditory,Male,Yes,60.0,19.0,15.0,18.0,91.0,7.0
6805,0,No,None,Visual,Male,No,90.0,17.0,15.0,9.0,99.0,8.0
6806,1,No,Arts,Auditory,Male,No,48.0,17.0,16.0,4.0,98.0,8.0
6807,2,No,Arts,Visual,Female,Yes,42.0,5.0,16.0,4.0,42.0,4.0
6808,1,Yes,Clubs,Visual,Male,Yes,95.0,13.0,16.0,9.0,95.0,8.0
6809,0,Yes,Clubs,Visual,Male,No,72.0,16.0,16.0,7.0,94.0,8.0
6810,1,Yes,Arts,Auditory,Male,Yes,46.0,26.0,15.0,1.0,96.0,8.0
6811,1,Yes,Arts,Auditory,Male,Yes,68.0,20.0,15.0,12.0,90.0,8.0
6812,1,Yes,Clubs,Auditory,Female,No,56.0,10.0,16.0,10.0,96.0,8.0
6813,0,No,Clubs,Auditory,Male,Yes,68.0,15.0,15.0,15.0,96.0,8.0
6814,1,No,Arts,Auditory,Female,No,49.0,11.0,16.0,11.0,97.0,8.0
6815,0,No,Clubs,Auditory,Female,Yes,98.0,21.0,16.0,7.0,95.0,8.0
6816,0,No,None,Visual,Female,Yes,93.0,14.0,16.0,6.0,98.0,8.0
6817,2,Yes,Arts,Visual,Male,Yes,80.0,11.0,15.0,10.0,96.0,8.0
6818,0,Yes,None,Visual,Male,No,77.0,15.0,16.0,6.0,100.0,8.0
6819,0,No,Arts,Visual,Male,Yes,59.0,17.0,15.0,8.0,97.0,8.0
6820,2,Yes,Clubs,Visual,Male,No,78.0,12.0,16.0,8.0,96.0,8.0
6821,1,No,Clubs,Auditory,Male,Yes,59.0,16.0,15.0,15.0,94.0,8.0
6823,2,Yes,Clubs,Visual,Male,No,79.0,13.0,15.0,9.0,97.0,8.0
6824,0,No,Sports,Auditory,Male,No,66.0,22.0,15.0,18.0,97.0,8.0
6825,2,No,Arts,Auditory,Male,Yes,54.0,15.0,15.0,9.0,98.0,8.0
6826,1,No,Clubs,Visual,Female,No,47.0,26.0,16.0,5.0,81.0,7.0
6827,0,Yes,Clubs,Auditory,Male,Yes,79.0,17.0,15.0,7.0,97.0,8.0
6828,1,No,Arts,Auditory,Female,Yes,59.0,24.0,15.0,15.0,94.0,8.0
6829,2,No,Clubs,Auditory,Female,Yes,70.0,1.0,16.0,8.0,95.0,8.0
6830,1,No,Clubs,Visual,Female,No,67.0,14.0,15.0,14.0,98.0,8.0
6831,1,No,Arts,Auditory,Female,Yes,50.0,6.0,16.0,8.0,93.0,8.0
6832,0,No,Clubs,Auditory,Female,No,62.0,10.0,16.0,20.0,99.0,8.0
6833,2,No,Sports,Auditory,Male,Yes,51.0,14.0,15.0,6.0,93.0,8.0
6834,1,Yes,Sports,Visual,Female,No,55.0,4.0,15.0,14.0,94.0,8.0
6835,0,No,Sports,Visual,Male,Yes,67.0,12.0,15.0,7.0,94.0,8.0
6836,0,Yes,None,Auditory,Male,Yes,79.0,14.0,16.0,6.0,95.0,8.0
6837,1,No,Clubs,Visual,Male,No,73.0,13.0,15.0,10.0,100.0,8.0
6838,2,No,Clubs,Auditory,Female,No,40.0,19.0,16.0,14.0,55.0,4.0
6839,1,No,None,Auditory,Female,Yes,64.0,21.0,15.0,11.0,97.0,8.0
6840,1,Yes,Arts,Auditory,Female,No,54.0,7.0,15.0,9.0,98.0,8.0
6841,2,No,Clubs,Visual,Female,Yes,60.0,13.0,15.0,8.0,98.0,8.0
6842,1,Yes,Arts,Auditory,Male,Yes,78.0,11.0,15.0,5.0,91.0,8.0
6843,1,No,Sports,Auditory,Male,No,52.0,12.0,16.0,8.0,98.0,8.0
6844,2,No,Sports,Auditory,Male,Yes,62.0,20.0,16.0,6.0,93.0,8.0
6845,0,No,Sports,Auditory,Female,Yes,70.0,15.0,16.0,16.0,95.0,8.0
6846,1,No,Arts,Auditory,Male,No,60.0,14.0,16.0,8.0,97.0,8.0
6847,2,Yes,Sports,Auditory,Male,No,40.0,17.0,16.0,6.0,93.0,8.0
6848,0,No,Sports,Visual,Male,Yes,75.0,15.0,15.0,10.0,97.0,8.0
6849,1,Yes,None,Visual,Female,Yes,98.0,2.0,16.0,6.0,91.0,8.0
6851,1,No,Clubs,Auditory,Male,Yes,53.0,16.0,15.0,19.0,98.0,8.0
6852,2,No,Arts,Visual,Female,Yes,78.0,0.0,16.0,6.0,99.0,8.0
6853,1,Yes,Arts,Auditory,Male,No,54.0,13.0,15.0,16.0,98.0,8.0
6854,0,Yes,None,Visual,Female,Yes,84.0,9.0,15.0,5.0,93.0,8.0
6855,2,Yes,Arts,Auditory,Male,Yes,43.0,19.0,15.0,6.0,97.0,8.0
6856,0,No,Sports,Auditory,Female,No,62.0,13.0,16.0,8.0,95.0,8.0
6857,1,Yes,Clubs,Visual,Female,No,52.0,18.0,16.0,20.0,95.0,8.0
6858,0,No,Clubs,Visual,Female,No,75.0,2.0,15.0,10.0,95.0,8.0
6859,2,No,Arts,Auditory,Male,No,62.0,15.0,15.0,14.0,97.0,8.0
6860,1,Yes,Clubs,Auditory,Female,Yes,79.0,17.0,15.0,5.0,97.0,8.0
6861,0,No,Sports,Auditory,Male,Yes,69.0,19.0,15.0,13.0,93.0,8.0
6862,1,No,Clubs,Visual,Female,Yes,54.0,8.0,16.0,7.0,91.0,8.0
6863,0,No,None,Auditory,Male,Yes,73.0,11.0,15.0,17.0,96.0,8.0
6864,2,Yes,Arts,Visual,Female,No,73.0,3.0,15.0,17.0,94.0,8.0
6865,1,No,Sports,Visual,Female,Yes,78.0,7.0,16.0,6.0,95.0,8.0
6866,1,No,Clubs,Visual,Female,No,48.0,19.0,15.0,11.0,95.0,7.0
6867,0,No,Clubs,Visual,Male,No,79.0,18.0,15.0,10.0,99.0,8.0
6868,2,No,None,Visual,Male,No,79.0,11.0,15.0,8.0,95.0,8.0
6869,1,No,Sports,Visual,Male,No,52.0,17.0,16.0,12.0,98.0,8.0
6870,2,No,None,Auditory,Male,Yes,69.0,17.0,15.0,20.0,96.0,8.0
6871,0,No,Clubs,Auditory,Male,No,62.0,19.0,15.0,20.0,98.0,8.0
6872,0,No,None,Visual,Female,Yes,79.0,1.0,15.0,7.0,99.0,8.0
6873,1,No,Sports,Visual,Male,Yes,67.0,19.0,15.0,10.0,91.0,8.0
6874,1,Yes,Sports,Visual,Female,Yes,49.0,9.0,15.0,8.0,93.0,8.0
6875,1,No,Clubs,Auditory,Female,No,36.0,17.0,16.0,3.0,95.0,4.0
6876,0,Yes,NONE,Visual,Female,Yes,83.0,1.0,16.0,9.0,99.0,8.0
6877,1,Yes,Arts,Auditory,Female,No,49.0,24.0,15.0,10.0,62.0,6.0
6878,0,Yes,Sports,Auditory,Male,Yes,75.0,15.0,16.0,15.0,98.0,8.0
6879,0,No,Sports,Auditory,Male,No,58.0,16.0,15.0,7.0,98.0,8.0
6880,0,No,Sports,Visual,Female,Yes,81.0,11.0,16.0,9.0,91.0,8.0
6881,2,No,Clubs,Auditory,Female,No,56.0,5.0,16.0,9.0,94.0,8.0
6882,2,No,Arts,Auditory,Female,Yes,55.0,3.0,16.0,12.0,99.0,8.0
6883,1,Yes,Sports,Auditory,Female,No,65.0,9.0,16.0,11.0,93.0,8.0
6884,1,Yes,None,Auditory,Female,Yes,79.0,17.0,16.0,5.0,92.0,8.0
6885,0,No,Arts,Visual,Female,No,92.0,23.0,15.0,9.0,98.0,8.0
6886,1,No,Clubs,Auditory,Male,No,54.0,12.0,16.0,6.0,96.0,8.0
6887,1,Yes,Sports,Auditory,Male,No,80.0,21.0,15.0,6.0,98.0,8.0
6888,2,Yes,Clubs,Visual,Male,No,70.0,12.0,15.0,17.0,99.0,8.0
6889,0,No,Sports,Visual,Male,Yes,84.0,10.0,16.0,8.0,100.0,8.0
6890,1,No,Clubs,Visual,Female,No,46.0,14.0,15.0,3.0,63.0,5.0
6891,1,Yes,Arts,Visual,Female,No,49.0,18.0,15.0,4.0,95.0,8.0
6892,1,Yes,None,Visual,Female,No,79.0,2.0,15.0,6.0,93.0,8.0
6893,2,No,Sports,Auditory,Female,No,41.0,17.0,16.0,6.0,73.0,7.0
6894,0,No,None,Visual,Female,Yes,60.0,6.0,16.0,13.0,96.0,8.0
6895,2,Yes,Sports,Auditory,Male,Yes,58.0,14.0,15.0,11.0,96.0,8.0
6896,1,No,Clubs,Visual,Female,Yes,59.0,24.0,16.0,18.0,97.0,8.0
6897,1,No,Sports,Auditory,Male,No,42.0,17.0,15.0,4.0,99.0,8.0
6898,0,Yes,None,Visual,Male,No,77.0,13.0,15.0,9.0,97.0,8.0
6899,2,No,Sports,Visual,Male,Yes,56.0,19.0,16.0,12.0,98.0,8.0
6900,0,No,Clubs,Auditory,Female,Yes,72.0,15.0,16.0,8.0,94.0,8.0
6901,0,No,None,Visual,Male,Yes,83.0,14.0,16.0,9.0,96.0,8.0
6902,2,No,None,Auditory,Male,No,73.0,13.0,16.0,14.0,93.0,8.0
6903,0,No,Sports,Auditory,Male,No,68.0,15.0,16.0,17.0,96.0,8.0
6904,0,No,Sports,Visual,Female,Yes,74.0,3.0,16.0,17.0,98.0,8.0
6905,1,Yes,None,Visual,Male,Yes,82.0,10.0,16.0,9.0,97.0,8.0
6906,1,No,Sports,Visual,Female,No,54.0,19.0,15.0,8.0,94.0,8.0
6907,0,No,Arts,Auditory,Male,Yes,78.0,13.0,15.0,8.0,92.0,8.0
6908,0,No,NONE,Visual,Male,Yes,95.0,21.0,6.0,9.0,91.0,8.0
6909,0,Yes,Arts,Visual,Male,No,75.0,13.0,16.0,13.0,95.0,8.0
6910,1,Yes,Clubs,Auditory,Male,Yes,44.0,10.0,16.0,14.0,41.0,4.0
6911,2,No,Sports,Auditory,Female,Yes,58.0,15.0,15.0,14.0,97.0,8.0
6912,1,No,Sports,Auditory,Female,No,42.0,19.0,16.0,2.0,74.0,6.0
6913,2,No,Clubs,Visual,Female,No,69.0,19.0,15.0,19.0,100.0,8.0
6914,0,No,Clubs,Auditory,Male,No,65.0,23.0,15.0,6.0,91.0,8.0
6915,2,No,Arts,Auditory,Male,No,40.0,22.0,16.0,12.0,95.0,6.0
6916,1,No,Sports,Auditory,Male,No,51.0,18.0,16.0,16.0,97.0,8.0
6917,0,No,Sports,Visual,Male,No,92.0,17.0,15.0,8.0,90.0,8.0
6919,2,Yes,Clubs,Visual,Female,No,72.0,6.0,16.0,10.0,99.0,8.0
6920,1,Yes,Arts,Auditory,Female,No,86.0,0.0,16.0,8.0,97.0,8.0
6921,0,No,SPORTS,Auditory,Female,No,55.0,5.0,16.0,9.0,95.0,8.0
6922,2,No,Arts,Visual,Male,Yes,72.0,20.0,16.0,10.0,94.0,8.0
6923,1,Yes,Sports,Visual,Male,Yes,100.0,11.0,16.0,9.0,95.0,8.0
6924,2,Yes,Arts,Visual,Female,Yes,77.0,8.0,15.0,8.0,96.0,8.0
6926,0,Yes,Arts,Auditory,Male,No,76.0,11.0,16.0,6.0,98.0,8.0
6927,1,No,Arts,Visual,Male,Yes,53.0,19.0,15.0,15.0,100.0,8.0
6928,2,No,Clubs,Auditory,Male,Yes,73.0,15.0,15.0,9.0,93.0,7.0
6929,2,Yes,Clubs,Visual,Female,No,77.0,5.0,15.0,6.0,95.0,8.0
6930,0,Yes,NONE,Visual,Male,Yes,76.0,13.0,16.0,8.0,99.0,8.0
6931,1,Yes,Clubs,Auditory,Male,Yes,70.0,10.0,15.0,9.0,95.0,8.0
6932,0,No,None,Auditory,Female,Yes,67.0,2.0,16.0,15.0,96.0,8.0
6933,0,No,ARTS,Visual,Female,Yes,79.0,21.0,16.0,7.0,94.0,8.0
6934,0,No,Sports,Visual,Male,Yes,95.0,23.0,16.0,6.0,100.0,8.0
6935,0,Yes,None,Visual,Male,Yes,86.0,17.0,16.0,6.0,91.0,8.0
6936,1,Yes,Arts,Visual,Male,Yes,87.0,14.0,15.0,7.0,95.0,8.0
6937,1,No,Sports,Visual,Female,No,58.0,20.0,16.0,13.0,95.0,8.0
6938,0,No,Sports,Auditory,Male,Yes,64.0,18.0,16.0,12.0,93.0,8.0
6939,0,No,Arts,Auditory,Male,Yes,77.0,16.0,16.0,7.0,95.0,8.0
6940,0,Yes,Arts,Auditory,Female,No,69.0,3.0,16.0,10.0,92.0,8.0
6942,0,No,None,Auditory,Male,No,60.0,10.0,16.0,20.0,94.0,8.0
6943,0,Yes,Sports,Auditory,Male,Yes,79.0,13.0,16.0,9.0,95.0,8.0
6944,2,No,None,Auditory,Male,Yes,61.0,12.0,16.0,10.0,94.0,8.0
6945,0,No,Sports,Auditory,Male,Yes,69.0,10.0,16.0,5.0,98.0,8.0
6946,2,No,Sports,Auditory,Female,No,58.0,12.0,16.0,13.0,95.0,8.0
6947,1,Yes,Arts,Visual,Female,No,49.0,19.0,15.0,14.0,97.0,8.0
6948,0,Yes,None,Visual,Female,No,69.0,10.0,16.0,15.0,95.0,8.0
6949,0,No,Sports,Auditory,Female,No,65.0,24.0,16.0,6.0,92.0,8.0
6950,0,Yes,Clubs,Visual,Female,Yes,82.0,5.0,15.0,5.0,93.0,8.0
6951,0,No,Arts,Visual,Male,Yes,58.0,19.0,16.0,13.0,93.0,8.0
6952,1,No,Clubs,Auditory,Male,No,48.0,18.0,15.0,12.0,53.0,5.0
6953,0,No,Sports,Visual,Female,No,79.0,25.0,16.0,7.0,93.0,8.0
6954,2,Yes,Clubs,Visual,Female,No,68.0,7.0,15.0,7.0,97.0,8.0
6955,1,No,Arts,Auditory,Female,No,45.0,20.0,16.0,12.0,71.0,7.0
6956,2,Yes,Arts,Visual,Female,No,73.0,13.0,15.0,19.0,96.0,8.0
6957,1,No,None,Visual,Female,No,60.0,12.0,15.0,14.0,98.0,8.0
6958,1,Yes,ARTS,Auditory,Female,Yes,52.0,3.0,16.0,20.0,98.0,8.0
6959,1,Yes,Clubs,Auditory,Female,No,47.0,5.0,15.0,6.0,87.0,8.0
6960,1,No,Sports,Auditory,Male,No,59.0,17.0,16.0,9.0,99.0,8.0
6961,2,No,Sports,Visual,Female,No,69.0,19.0,16.0,12.0,93.0,8.0
6962,1,Yes,Arts,Auditory,Male,No,42.0,22.0,15.0,3.0,61.0,5.0
6963,1,Yes,None,Auditory,Male,Yes,76.0,14.0,16.0,11.0,97.0,8.0
6964,2,No,None,Auditory,Male,No,62.0,18.0,16.0,16.0,92.0,8.0
6965,0,No,Clubs,Visual,Female,Yes,79.0,17.0,16.0,9.0,95.0,8.0
6966,2,No,Arts,Visual,Male,No,74.0,10.0,15.0,17.0,96.0,8.0
6967,0,No,Sports,Visual,Male,No,77.0,14.0,16.0,8.0,97.0,8.0
6968,1,Yes,Arts,Auditory,Female,No,56.0,10.0,15.0,18.0,92.0,8.0
6969,2,No,None,Auditory,Female,No,41.0,10.0,16.0,1.0,90.0,8.0
6970,2,No,Sports,Auditory,Male,No,47.0,18.0,15.0,1.0,93.0,8.0
6971,1,Yes,None,Auditory,Male,Yes,81.0,13.0,15.0,6.0,91.0,8.0
6972,1,Yes,Arts,Auditory,Female,No,86.0,10.0,15.0,7.0,98.0,8.0
6973,1,Yes,Sports,Visual,Male,Yes,78.0,16.0,16.0,9.0,94.0,8.0
6974,2,No,None,Visual,Female,Yes,61.0,11.0,15.0,12.0,99.0,8.0
6975,1,No,Clubs,Auditory,Male,No,48.0,25.0,15.0,2.0,95.0,8.0
6976,0,Yes,Clubs,Visual,Male,No,76.0,13.0,15.0,17.0,95.0,8.0
6977,0,No,None,Auditory,Male,Yes,77.0,18.0,16.0,6.0,98.0,8.0
6978,0,No,None,Visual,Male,Yes,93.0,16.0,16.0,9.0,93.0,8.0
6979,1,Yes,None,Auditory,Male,Yes,68.0,17.0,16.0,15.0,99.0,8.0
6980,0,Yes,None,Auditory,Female,No,76.0,4.0,15.0,11.0,94.0,8.0
6981,2,No,Sports,Visual,Male,No,77.0,12.0,16.0,5.0,92.0,8.0
6982,2,No,Arts,Auditory,Male,Yes,55.0,21.0,16.0,17.0,97.0,8.0
6983,1,No,Arts,Auditory,Female,No,56.0,25.0,15.0,13.0,96.0,8.0
6984,1,No,Arts,Visual,Male,Yes,71.0,14.0,15.0,8.0,95.0,8.0
6985,2,No,Sports,Auditory,Female,No,43.0,7.0,16.0,14.0,57.0,5.0
6986,0,Yes,None,Visual,Female,Yes,83.0,2.0,16.0,5.0,95.0,8.0
6987,1,No,Arts,Visual,Female,Yes,63.0,10.0,15.0,16.0,93.0,8.0
6988,0,No,Sports,Auditory,Female,No,61.0,6.0,16.0,15.0,96.0,8.0
6989,0,No,Clubs,Auditory,Female,Yes,69.0,20.0,15.0,5.0,91.0,8.0
6990,0,Yes,Clubs,Auditory,Male,Yes,75.0,10.0,16.0,15.0,98.0,8.0
6991,1,Yes,Arts,Visual,Female,No,57.0,6.0,15.0,18.0,98.0,8.0
6992,2,No,Arts,Auditory,Male,No,50.0,12.0,15.0,5.0,90.0,8.0
6993,2,Yes,None,Visual,Male,No,73.0,14.0,15.0,18.0,90.0,8.0
6994,0,No,None,Visual,Female,Yes,78.0,19.0,16.0,7.0,92.0,8.0
6995,1,Yes,Sports,Auditory,Male,Yes,79.0,13.0,15.0,6.0,96.0,8.0
6996,0,No,Arts,Auditory,Female,Yes,61.0,16.0,15.0,11.0,95.0,8.0
6998,0,No,Clubs,Visual,Male,No,88.0,15.0,15.0,5.0,97.0,8.0
6999,0,No,Arts,Visual,Male,No,73.0,10.0,16.0,19.0,98.0,8.0
7000,1,No,Clubs,Visual,Female,No,52.0,21.0,15.0,10.0,98.0,8.0
7001,1,No,Clubs,Visual,Female,Yes,76.0,4.0,15.0,9.0,96.0,8.0
7002,1,Yes,Clubs,Visual,Male,Yes,95.0,12.0,15.0,8.0,95.0,8.0
7003,2,Yes,None,Visual,Female,Yes,74.0,0.0,15.0,19.0,90.0,8.0
7004,0,Yes,Arts,Visual,Male,No,74.0,11.0,15.0,8.0,91.0,8.0
7005,1,No,Arts,Auditory,Female,No,50.0,7.0,15.0,7.0,95.0,8.0
7006,1,No,Arts,Visual,Male,Yes,59.0,25.0,15.0,19.0,95.0,8.0
7007,0,No,Clubs,Visual,Male,Yes,90.0,13.0,16.0,6.0,90.0,7.0
7008,0,No,Clubs,Visual,Female,Yes,83.0,23.0,15.0,6.0,91.0,8.0
7009,1,No,Arts,Visual,Female,No,56.0,15.0,16.0,11.0,90.0,8.0
7010,1,Yes,Sports,Visual,Male,Yes,75.0,20.0,15.0,7.0,95.0,8.0
7011,0,No,None,Visual,Female,No,71.0,19.0,16.0,7.0,90.0,7.0
7012,2,No,Clubs,Auditory,Male,No,54.0,18.0,16.0,17.0,94.0,8.0
7013,1,No,Arts,Auditory,Male,Yes,58.0,21.0,16.0,8.0,99.0,8.0
7014,1,No,Sports,Auditory,Female,Yes,55.0,6.0,15.0,15.0,98.0,8.0
7015,0,Yes,None,Auditory,Female,Yes,73.0,13.0,15.0,12.0,99.0,8.0
7017,1,No,Sports,Auditory,Male,Yes,61.0,13.0,16.0,14.0,97.0,8.0
7018,1,Yes,Arts,Auditory,Male,No,76.0,17.0,16.0,11.0,98.0,8.0
7019,0,Yes,Arts,Visual,Male,No,79.0,10.0,16.0,7.0,96.0,8.0
7020,2,No,Arts,Auditory,Male,Yes,67.0,16.0,16.0,17.0,99.0,8.0
7021,0,No,None,Visual,Male,Yes,89.0,10.0,15.0,9.0,99.0,8.0
7022,2,No,None,Visual,Male,No,70.0,21.0,15.0,16.0,92.0,7.0
7023,2,No,None,Auditory,Female,No,57.0,13.0,16.0,18.0,99.0,8.0
7024,0,No,None,Visual,Female,Yes,70.0,10.0,16.0,5.0,96.0,8.0
7025,1,No,Sports,Auditory,Male,Yes,61.0,18.0,16.0,8.0,93.0,8.0
7026,0,No,None,Visual,Male,Yes,68.0,14.0,15.0,12.0,91.0,8.0
7029,2,No,Sports,Auditory,Female,Yes,40.0,20.0,5.0,12.0,95.0,8.0
7030,0,No,Sports,Auditory,Female,Yes,54.0,16.0,15.0,11.0,100.0,8.0
7031,2,No,Clubs,Visual,Female,Yes,78.0,12.0,15.0,5.0,95.0,8.0
7032,0,No,Arts,Auditory,Male,No,65.0,11.0,15.0,14.0,96.0,8.0
7033,1,No,Arts,Auditory,Male,Yes,60.0,21.0,16.0,8.0,93.0,8.0
7034,0,Yes,None,Auditory,Female,Yes,78.0,13.0,16.0,7.0,95.0,8.0
7035,0,No,Arts,Auditory,Female,No,93.0,12.0,15.0,6.0,99.0,8.0
7036,2,No,Sports,Auditory,Female,Yes,70.0,11.0,5.0,17.0,98.0,8.0
7037,0,Yes,Sports,Visual,Female,No,70.0,6.0,16.0,19.0,91.0,8.0
7038,1,Yes,Arts,Visual,Female,Yes,83.0,2.0,15.0,8.0,93.0,8.0
7039,0,Yes,Sports,Auditory,Male,Yes,71.0,15.0,15.0,12.0,99.0,8.0
7040,2,No,Sports,Auditory,Female,Yes,59.0,15.0,16.0,13.0,99.0,8.0
7041,1,Yes,None,Visual,Male,No,100.0,12.0,16.0,10.0,93.0,8.0
7042,0,Yes,Arts,Visual,Male,No,81.0,14.0,16.0,6.0,93.0,8.0
7043,1,No,Arts,Auditory,Male,Yes,53.0,18.0,16.0,6.0,95.0,8.0
7044,0,No,Arts,Visual,Male,No,67.0,14.0,15.0,6.0,99.0,8.0
7045,2,No,Arts,Visual,Male,Yes,56.0,18.0,16.0,10.0,92.0,8.0
7046,1,No,Sports,Visual,Male,No,50.0,16.0,15.0,18.0,73.0,7.0
7047,1,No,Arts,Visual,Male,No,54.0,24.0,16.0,11.0,93.0,8.0
7048,0,No,Sports,Auditory,Female,Yes,95.0,22.0,16.0,7.0,95.0,8.0
7049,1,Yes,None,Visual,Female,No,88.0,16.0,16.0,5.0,98.0,8.0
7050,0,No,None,Auditory,Female,No,70.0,5.0,15.0,9.0,98.0,8.0
7051,0,No,Clubs,Auditory,Male,Yes,93.0,12.0,15.0,7.0,95.0,8.0
7052,2,No,Clubs,Visual,Male,Yes,52.0,22.0,15.0,11.0,90.0,8.0
7053,1,No,Arts,Auditory,Female,No,51.0,1.0,15.0,7.0,96.0,8.0
7054,0,No,Arts,Auditory,Female,No,63.0,22.0,15.0,16.0,93.0,8.0
7055,0,No,None,Visual,Male,Yes,85.0,23.0,15.0,7.0,99.0,8.0
7056,2,No,Clubs,Auditory,Male,Yes,70.0,18.0,16.0,13.0,94.0,8.0
7057,0,Yes,Arts,Visual,Male,No,74.0,10.0,15.0,15.0,97.0,8.0
7058,2,No,Clubs,Auditory,Female,No,73.0,11.0,15.0,12.0,98.0,8.0
7059,0,No,Clubs,Visual,Male,Yes,60.0,27.0,15.0,19.0,94.0,8.0
7060,0,No,Sports,Auditory,Female,No,70.0,14.0,16.0,10.0,95.0,8.0
7061,2,Yes,None,Visual,Female,Yes,84.0,11.0,15.0,9.0,91.0,8.0
7062,1,Yes,Sports,Auditory,Female,Yes,72.0,10.0,16.0,9.0,94.0,8.0
7063,0,No,None,Visual,Male,Yes,86.0,13.0,15.0,6.0,96.0,8.0
7064,2,No,Sports,Visual,Female,Yes,69.0,19.0,15.0,15.0,92.0,8.0
7065,1,No,Sports,Auditory,Male,Yes,63.0,16.0,15.0,16.0,91.0,8.0
7066,0,No,Clubs,Auditory,Female,No,69.0,25.0,15.0,11.0,93.0,8.0
7067,2,No,Sports,Visual,Male,Yes,67.0,17.0,16.0,8.0,93.0,8.0
7068,0,No,None,Visual,Female,Yes,88.0,7.0,16.0,9.0,91.0,8.0
7069,2,Yes,Sports,Visual,Female,Yes,78.0,9.0,15.0,10.0,91.0,8.0
7070,0,No,None,Visual,Male,Yes,94.0,10.0,16.0,8.0,93.0,8.0
7071,2,No,None,Visual,Female,Yes,77.0,9.0,15.0,7.0,99.0,8.0
7072,1,No,Arts,Auditory,Female,No,58.0,26.0,16.0,12.0,95.0,8.0
